qzh_tc,sm,tzm,lat,longi,year,month,pjqw,rzgqw,rzdqw,pjxdsd,jsl3,pjfs,rzss
58667,浙江,玉环,2808,12127,2014,11,165.9,198.6666667,145.7666667,74.4,1107.3,42.03333333,42.73333333
58731,福建,浦城,2792,11853,2014,11,150.0333333,207.7666667,114.4333333,81.2,13.33333333,13.56666667,37.2
58752,浙江,温州市,2778,12065,2014,11,173.5333333,210.8,149.3666667,73.4,6561.166667,19.6,31.93333333
58754,福建,福鼎,2733,12020,2014,11,176.6,216.8,150.3666667,68.8,1101.3,14.36666667,28.16666667
58760,浙江,洞头,2783,12115,2014,11,172.8666667,196.6333333,156.7666667,73.06666667,3288.633333,37.63333333,43.5
58933,福建,屏南,2692,11898,2014,11,137.4333333,182.9,107.7,82.66666667,6554.6,15.46666667,36.2
58345,江苏,溧阳,3143,11948,2014,12,50.51612903,97.4516129,10,60.74193548,1057.516129,16.90322581,68.19354839
58358,江苏,吴县东山,3107,12043,2014,12,56.87096774,96.06451613,24.64516129,60.5483871,3.806451613,26.41935484,65.80645161
58436,安徽,宁国,3062,11898,2014,12,41.48387097,110.6451613,-10.22580645,65.77419355,1057.483871,16.32258065,61.19354839
58457,浙江,杭州市,3023,12017,2014,12,63.64516129,110.0967742,24.22580645,56.22580645,1057.258065,21.64516129,51.16129032
58464,浙江,嘉兴市,3062,12108,2014,12,54.25806452,103.0967742,14.61290323,66.64516129,2.580645161,29.38709677,54.41935484
58467,浙江,宁波市,3020,12127,2014,12,61.19354839,107.4516129,22.5483871,62.22580645,3,17,53.06451613
58472,浙江,舟山市,3073,12245,2014,12,73.5483871,98.22580645,50.90322581,59.93548387,2114.225806,68.35483871,60.16129032
58477,浙江,定海,3003,12210,2014,12,69.80645161,114.4193548,36.12903226,64.5483871,10.64516129,22.77419355,48.83870968
58531,安徽,屯溪,2972,11828,2014,12,49.77419355,113.4193548,3.64516129,71.19354839,1059.032258,12.12903226,56.58064516
58543,浙江,杭州市,2962,11902,2014,12,71.06451613,119.7419355,36.25806452,60.12903226,4.870967742,19.19354839,60.80645161
58549,浙江,金华市,2912,11965,2014,12,72.38709677,121.2580645,35.22580645,59.29032258,1060.516129,17.06451613,56.22580645
58556,浙江,绍兴市,2960,12082,2014,12,55.80645161,112,11.48387097,60.5483871,2112.967742,17.80645161,40.38709677
58562,浙江,鄞州(鄞县),2987,12157,2014,12,63.06451613,117.3870968,22.96774194,62.12903226,1059.83871,16.4516129,48.22580645
58569,浙江,湖州市,2920,12195,2014,12,71.74193548,111.9354839,44.09677419,61.35483871,3174.258065,46.96774194,56.12903226
58633,浙江,衢州市,2900,11890,2014,12,66.09677419,120.6129032,24.4516129,65.67741935,4223.967742,25,57.19354839
58634,江西,玉山,2868,11825,2014,12,68.19354839,124.6129032,27.74193548,64.4516129,3169.322581,19.83870968,53.70967742
58646,浙江,丽水市,2845,11992,2014,12,79.32258065,139.4193548,36.03225806,61.96774194,3167.709677,11.06451613,47.29032258
58665,浙江,台州市,2862,12142,2014,12,79.58064516,127.9032258,43,59.83870968,15.80645161,21.29032258,51.96774194
58666,浙江,大陈岛,2845,12190,2014,12,90.22580645,112.8387097,70.83870968,65.25806452,13.5483871,74.64516129,58.4516129
58667,浙江,玉环,2808,12127,2014,12,88.70967742,124.4193548,60.19354839,58.93548387,1068.225806,39.4516129,51.12903226
58731,福建,浦城,2792,11853,2014,12,64.83870968,133.3870968,19.29032258,70.06451613,6.516129032,15.87096774,49.19354839
58752,浙江,温州市,2778,12065,2014,12,96.93548387,142.5483871,63.22580645,60.90322581,1065.483871,21.19354839,49.06451613
58754,福建,福鼎,2733,12020,2014,12,98.93548387,153.7741935,59.58064516,59.09677419,1064.290323,13.25806452,41.64516129
58760,浙江,洞头,2783,12115,2014,12,97,123.1290323,75,59.35483871,12.09677419,37.19354839,52.87096774
58933,福建,屏南,2692,11898,2014,12,58.93548387,120.1612903,16.4516129,68.32258065,5280.322581,17.64516129,51.19354839
58345,江苏,溧阳,3143,11948,2015,1,52.22580645,97.90322581,17.35483871,71.90322581,16.29032258,15.25806452,47.67741935
58358,江苏,吴县东山,3107,12043,2015,1,59.48387097,99.70967742,30.4516129,71.41935484,1075.870968,24.09677419,41.64516129
58436,安徽,宁国,3062,11898,2015,1,51.96774194,111.2258065,9.483870968,73.32258065,3182,13.80645161,33.35483871
58457,浙江,杭州市,3023,12017,2015,1,67.25806452,112.3870968,34.32258065,67.22580645,21.58064516,21.93548387,34.64516129
58464,浙江,嘉兴市,3062,12108,2015,1,60.4516129,104.0322581,24.41935484,75.03225806,2130.516129,29.35483871,35.38709677
58467,浙江,宁波市,3020,12127,2015,1,68.35483871,114.483871,32.64516129,69.51612903,2133.903226,15.74193548,33.77419355
58472,浙江,舟山市,3073,12245,2015,1,71,95,52.16129032,72.77419355,2136.387097,69.32258065,42.83870968
58477,浙江,定海,3003,12210,2015,1,73.25806452,115.8387097,41.38709677,71.67741935,2131.225806,21.67741935,35.67741935
58531,安徽,屯溪,2972,11828,2015,1,59.51612903,118.0322581,20.67741935,78.32258065,4235.483871,12,37.80645161
58543,浙江,杭州市,2962,11902,2015,1,71.16129032,118.6129032,42,73.64516129,2125.258065,16.87096774,39.25806452
58549,浙江,金华市,2912,11965,2015,1,76.67741935,122.1612903,42.48387097,66.77419355,2128.645161,16.29032258,39
58556,浙江,绍兴市,2960,12082,2015,1,63.74193548,113.7096774,25.03225806,69.5483871,1070.935484,19.48387097,30.38709677
58562,浙江,鄞州(鄞县),2987,12157,2015,1,71.16129032,122.3548387,34.22580645,68.90322581,2127.096774,16.87096774,35.74193548
58569,浙江,湖州市,2920,12195,2015,1,74.03225806,113.5483871,48.67741935,70.32258065,4239.645161,48.35483871,41.93548387
58633,浙江,衢州市,2900,11890,2015,1,71.87096774,121.9032258,34.12903226,73.19354839,2127.419355,24.64516129,1095.064516
58634,江西,玉山,2868,11825,2015,1,76.5483871,128.5806452,39.61290323,71.51612903,1071.677419,18.87096774,38.25806452
58646,浙江,丽水市,2845,11992,2015,1,83.5483871,143.6451613,43.80645161,67.22580645,2119.129032,9.903225806,37.67741935
58665,浙江,台州市,2862,12142,2015,1,82.96774194,129.9354839,48.74193548,67.41935484,3187.612903,19.74193548,43.32258065
58666,浙江,大陈岛,2845,12190,2015,1,87.35483871,113.6774194,69.64516129,73.03225806,1077.064516,66.41935484,51.35483871
58667,浙江,玉环,2808,12127,2015,1,88.16129032,122.516129,64.19354839,66.35483871,3175.903226,39.38709677,51.12903226
58731,福建,浦城,2792,11853,2015,1,74.5483871,141.8709677,31.03225806,74.22580645,11.38709677,12.4516129,40.51612903
58752,浙江,温州市,2778,12065,2015,1,95.19354839,141.5483871,65.80645161,67.70967742,1078.516129,20.77419355,44.09677419
58754,福建,福鼎,2733,12020,2015,1,94.64516129,152.5806452,56.4516129,70.35483871,3184.741935,14.22580645,43.41935484
58760,浙江,洞头,2783,12115,2015,1,91.25806452,122.0645161,70.61290323,67.48387097,3179.741935,33.74193548,49.41935484
58933,福建,屏南,2692,11898,2015,1,62.74193548,129.3548387,20.4516129,74.29032258,4246.451613,15.48387097,52.87096774
58345,江苏,溧阳,3143,11948,2015,2,64.64285714,102.3214286,34.35714286,75.10714286,31.28571429,20.85714286,46.57142857
58358,江苏,吴县东山,3107,12043,2015,2,68.53571429,99.78571429,41.67857143,74.39285714,1201,24.35714286,43.71428571
58436,安徽,宁国,3062,11898,2015,2,67.03571429,121.9285714,26.75,75.17857143,4715.678571,14.60714286,39.78571429
58457,浙江,杭州市,3023,12017,2015,2,76.78571429,114.2142857,48,71.35714286,2388.25,21.42857143,34.03571429
58464,浙江,嘉兴市,3062,12108,2015,2,66.85714286,99.96428571,37.03571429,80.42857143,45.14285714,28.67857143,36.92857143
58467,浙江,宁波市,3020,12127,2015,2,74.46428571,112.0714286,44.28571429,75.75,2373.035714,15.67857143,37.39285714
58472,浙江,舟山市,3073,12245,2015,2,70.82142857,94.82142857,52,75.85714286,4705.642857,59.10714286,38.07142857
58477,浙江,定海,3003,12210,2015,2,75.14285714,112.3928571,46.25,78,4714.5,18.60714286,31.78571429
58531,安徽,屯溪,2972,11828,2015,2,79.14285714,132.3571429,41.71428571,79.92857143,74.03571429,12.71428571,37
58543,浙江,杭州市,2962,11902,2015,2,82.64285714,127.9285714,52.14285714,76,1230.071429,17.07142857,38.85714286
58549,浙江,金华市,2912,11965,2015,2,89.42857143,129.9285714,59.07142857,72.14285714,48.82142857,17.96428571,35.60714286
58556,浙江,绍兴市,2960,12082,2015,2,75.78571429,120.8928571,41.82142857,73.46428571,1207.785714,19.89285714,33.14285714
58562,浙江,鄞州(鄞县),2987,12157,2015,2,77.85714286,119.3214286,44.5,75.21428571,39,14.82142857,35.82142857
58569,浙江,湖州市,2920,12195,2015,2,76.67857143,110.5,51.67857143,78.35714286,3532.428571,44.28571429,37.39285714
58633,浙江,衢州市,2900,11890,2015,2,86.67857143,128.9642857,53.17857143,77.64285714,1223.464286,27.92857143,38.5
58634,江西,玉山,2868,11825,2015,2,87.60714286,131,54.85714286,75.39285714,3567.071429,21.21428571,32.07142857
58646,浙江,丽水市,2845,11992,2015,2,99,150.6785714,62,71.60714286,3534.964286,10.71428571,28.10714286
58665,浙江,台州市,2862,12142,2015,2,87.10714286,127.3214286,58.60714286,75.28571429,2354.178571,16.85714286,30.64285714
58666,浙江,大陈岛,2845,12190,2015,2,86.60714286,105.7857143,69.10714286,81.07142857,20.21428571,59.71428571,39.25
58667,浙江,玉环,2808,12127,2015,2,87.5,116.7142857,67,76.96428571,1185.428571,36.60714286,37.42857143
58731,福建,浦城,2792,11853,2015,2,93.60714286,151,55.89285714,77.53571429,2373.75,12.82142857,32.03571429
58752,浙江,温州市,2778,12065,2015,2,97.64285714,135.8571429,72.10714286,74.75,3521.071429,20.42857143,33.53571429
58754,福建,福鼎,2733,12020,2015,2,102.7857143,149.9285714,72.82142857,74.64285714,1178.535714,13.85714286,31.39285714
58760,浙江,洞头,2783,12115,2015,2,90.35714286,115.1428571,72.46428571,77.5,4689.5,30.67857143,35.60714286
58933,福建,屏南,2692,11898,2015,2,80.39285714,134.8571429,45.67857143,81.14285714,4685.428571,14.53571429,32.75
58345,江苏,溧阳,3143,11948,2015,3,104.9354839,147.2258065,70.58064516,77.06451613,1080.451613,20.90322581,49.12903226
58358,江苏,吴县东山,3107,12043,2015,3,107.516129,145.1290323,78.4516129,78,37.09677419,25.4516129,47.80645161
58436,安徽,宁国,3062,11898,2015,3,111.9677419,169.3548387,68.64516129,75.93548387,3194.451613,15.80645161,41.16129032
58457,浙江,杭州市,3023,12017,2015,3,116.7741935,161.516129,84.4516129,74.32258065,3215.354839,19.96774194,36.19354839
58464,浙江,嘉兴市,3062,12108,2015,3,102.0967742,137.5483871,72.12903226,84,1097.193548,32.96774194,38.19354839
58467,浙江,宁波市,3020,12127,2015,3,113.2580645,158.7741935,78.19354839,76.70967742,43.83870968,18.06451613,40.4516129
58472,浙江,舟山市,3073,12245,2015,3,100.5806452,126.1612903,80.12903226,78.4516129,4254.16129,58.41935484,49.96774194
58477,浙江,定海,3003,12210,2015,3,107.0967742,147.5483871,76,79.25806452,3200.612903,19.77419355,37.74193548
58531,安徽,屯溪,2972,11828,2015,3,122.2258065,171.0322581,85.58064516,81.09677419,1109.354839,13.41935484,30.48387097
58543,浙江,杭州市,2962,11902,2015,3,118.5483871,163.9677419,86.87096774,77.61290323,45.61290323,16.58064516,34.90322581
58549,浙江,金华市,2912,11965,2015,3,129,172.0645161,98.32258065,74.12903226,6371.290323,17.5483871,31.09677419
58556,浙江,绍兴市,2960,12082,2015,3,118.0967742,165.3548387,82.19354839,74.51612903,2140.322581,17.29032258,30.51612903
58562,浙江,鄞州(鄞县),2987,12157,2015,3,115.8064516,164.1290323,81,76.09677419,3201.774194,14.90322581,36.96774194
58569,浙江,湖州市,2920,12195,2015,3,105.0967742,141.7096774,82.67741935,82.38709677,2142.935484,46,38.35483871
58633,浙江,衢州市,2900,11890,2015,3,126.0322581,169.8387097,93.06451613,80.25806452,4259.903226,26.83870968,27.70967742
58634,江西,玉山,2868,11825,2015,3,127.3548387,171.1935484,97.12903226,78.64516129,5327.774194,19.22580645,26.4516129
58646,浙江,丽水市,2845,11992,2015,3,139.9677419,190.5483871,103.7741935,73.29032258,2137.806452,11.48387097,30.77419355
58665,浙江,台州市,2862,12142,2015,3,121.4516129,162.0322581,93.32258065,76.70967742,1089.580645,20.35483871,38.29032258
58666,浙江,大陈岛,2845,12190,2015,3,107.4193548,127.7741935,91.29032258,86.67741935,2146.645161,58.29032258,33.96774194
58667,浙江,玉环,2808,12127,2015,3,112.8709677,142.0322581,93.06451613,82.38709677,2150.741935,36.90322581,36.5483871
58731,福建,浦城,2792,11853,2015,3,132.0967742,179.2580645,100.516129,80.35483871,60.61290323,14.29032258,28.51612903
58752,浙江,温州市,2778,12065,2015,3,124.6451613,164.1290323,101.0322581,78.83870968,4270.516129,18.77419355,33.06451613
58754,福建,福鼎,2733,12020,2015,3,132.2580645,175.8709677,105.6129032,77.5483871,2149.419355,13.93548387,32.22580645
58760,浙江,洞头,2783,12115,2015,3,114.7096774,142.7096774,96.87096774,81.90322581,3214.612903,30.90322581,33.12903226
58933,福建,屏南,2692,11898,2015,3,109.4193548,156.9677419,77.80645161,84.74193548,2170.032258,15.90322581,26.61290323
58345,江苏,溧阳,3143,11948,2015,4,159.8666667,215.2333333,114.1666667,70.03333333,1129.066667,19.86666667,67.3
58358,江苏,吴县东山,3107,12043,2015,4,164.7333333,213.7666667,127.4666667,69.6,3310.666667,27,60.73333333
58436,安徽,宁国,3062,11898,2015,4,166.1666667,230.7666667,115.4333333,71.43333333,1140.266667,19.26666667,60.2
58457,浙江,杭州市,3023,12017,2015,4,173.3,232.7,129.0333333,66.16666667,3338.833333,23.86666667,54.83333333
58464,浙江,嘉兴市,3062,12108,2015,4,155.3666667,202.5666667,116.9,79.13333333,3326.1,31.36666667,57.1
58467,浙江,宁波市,3020,12127,2015,4,172.3333333,232.4666667,127.1,67.23333333,4399.2,19.16666667,56.8
58472,浙江,舟山市,3073,12245,2015,4,145.8333333,181.9,121.1,77.96666667,3295.733333,64.1,64.53333333
58477,浙江,定海,3003,12210,2015,4,156.4666667,210,118.4,75.63333333,1113.833333,22.53333333,55
58531,安徽,屯溪,2972,11828,2015,4,174.7666667,236.0666667,130.1333333,77.43333333,3354.933333,15.5,50.83333333
58543,浙江,杭州市,2962,11902,2015,4,174.8666667,235.9,131.9,74.73333333,2242.966667,17.9,58.76666667
58549,浙江,金华市,2912,11965,2015,4,187.7333333,246.1333333,144.1333333,65.7,2211.266667,18.86666667,52.96666667
58556,浙江,绍兴市,2960,12082,2015,4,174.7666667,240.0333333,125.6666667,67.1,2210.866667,19.73333333,47.66666667
58562,浙江,鄞州(鄞县),2987,12157,2015,4,172.4333333,234,128.5666667,67.53333333,2210.333333,21.06666667,54.06666667
58569,浙江,湖州市,2920,12195,2015,4,153.8,199.6,124.4333333,78.53333333,3282.4,48.4,50.66666667
58633,浙江,衢州市,2900,11890,2015,4,182.1666667,238.8,138.0666667,73.7,2230.666667,26.9,48.63333333
58634,江西,玉山,2868,11825,2015,4,185.0666667,244.8,142.1,71.2,6566.6,21.03333333,47.76666667
58646,浙江,丽水市,2845,11992,2015,4,190.7333333,256,142.4333333,68.4,5472.266667,11.46666667,35.93333333
58665,浙江,台州市,2862,12142,2015,4,171.4,221.5666667,135.3,73.6,6550.9,19.5,44.96666667
58666,浙江,大陈岛,2845,12190,2015,4,150.6333333,179.3,131.1333333,87.23333333,1102.066667,61.33333333,35
58667,浙江,玉环,2808,12127,2015,4,158.4333333,195.7,134.6,81.73333333,3283.833333,36.9,38
58731,福建,浦城,2792,11853,2015,4,178.5666667,238.8333333,134.1,74.63333333,1130.566667,15.4,46.06666667
58752,浙江,温州市,2778,12065,2015,4,173.3666667,221.3333333,146.8333333,77.66666667,5475.666667,17.93333333,38.13333333
58754,福建,福鼎,2733,12020,2015,4,183.7,234.5,147.1333333,73.23333333,3294.7,15.83333333,44.23333333
58760,浙江,洞头,2783,12115,2015,4,159.6666667,191.1,138.6666667,81.6,5471.3,27.93333333,36.3
58933,福建,屏南,2692,11898,2015,4,157.6666667,212.7666667,114.7,72.93333333,2209.1,18.3,49.6
58345,江苏,溧阳,3143,11948,2015,5,216.4516129,261.483871,178.2580645,74.22580645,3236.354839,17.61290323,57.83870968
58358,江苏,吴县东山,3107,12043,2015,5,212.7096774,252.8709677,181.3548387,73.51612903,3197.870968,29,56.61290323
58436,安徽,宁国,3062,11898,2015,5,217.9032258,272.1935484,173.8064516,74.80645161,4276.387097,16.58064516,45.77419355
58457,浙江,杭州市,3023,12017,2015,5,221.6129032,269.2580645,184.9677419,71.93548387,5311.419355,22.48387097,39.4516129
58464,浙江,嘉兴市,3062,12108,2015,5,202.3548387,234.4516129,175.3225806,82.64516129,1089.258065,38.19354839,49.35483871
58467,浙江,宁波市,3020,12127,2015,5,216.5483871,263.1935484,180.5483871,72.51612903,3198.774194,21.74193548,50.32258065
58472,浙江,舟山市,3073,12245,2015,5,181.9354839,208.7741935,164.6129032,86.12903226,4259.419355,54.35483871,50.25806452
58477,浙江,定海,3003,12210,2015,5,194.7419355,233.9032258,164.6774194,81.32258065,6362.870968,21.22580645,46.87096774
58531,安徽,屯溪,2972,11828,2015,5,225.6774194,276.483871,190.3870968,81.4516129,3269.258065,13.93548387,39.70967742
58543,浙江,杭州市,2962,11902,2015,5,224.1935484,271.9677419,191.3225806,78.58064516,6390.645161,16.96774194,44.06451613
58549,浙江,金华市,2912,11965,2015,5,230.483871,277.2258065,197.1290323,74.74193548,3231.193548,18.12903226,38.29032258
58556,浙江,绍兴市,2960,12082,2015,5,217.2580645,270.5483871,179.2258065,74.90322581,6366.612903,18.96774194,31.74193548
58562,浙江,鄞州(鄞县),2987,12157,2015,5,212.7419355,261.0322581,177.6774194,74.32258065,7421.612903,19.74193548,45.87096774
58569,浙江,湖州市,2920,12195,2015,5,192.4193548,226.8709677,169.8387097,86,3210.387097,37.70967742,37.77419355
58633,浙江,衢州市,2900,11890,2015,5,226.7419355,271.6129032,194,82,2235.387097,24.83870968,24.70967742
58634,江西,玉山,2868,11825,2015,5,227.4516129,272.2903226,195.483871,80.32258065,2219.677419,19.03225806,31.29032258
58646,浙江,丽水市,2845,11992,2015,5,230.8064516,280.3870968,195.2580645,75.87096774,3249.774194,9.838709677,26.09677419
58665,浙江,台州市,2862,12142,2015,5,211.516129,249.2580645,184.4516129,79.58064516,1117.741935,17.70967742,31.22580645
58666,浙江,大陈岛,2845,12190,2015,5,191.3870968,211.5806452,175.2580645,91.58064516,49.38709677,43.29032258,25.87096774
58667,浙江,玉环,2808,12127,2015,5,198.2903226,225.4193548,179.7096774,88,3212.16129,30.87096774,27.4516129
58731,福建,浦城,2792,11853,2015,5,217.1612903,265.0967742,187.8387097,86.29032258,118.1290323,12.19354839,17.70967742
58752,浙江,温州市,2778,12065,2015,5,212.7419355,251.8064516,188.9032258,82.83870968,5338.387097,18,19.67741935
58754,福建,福鼎,2733,12020,2015,5,222.0645161,267.8387097,192.9677419,79.12903226,2152,14.58064516,25
58760,浙江,洞头,2783,12115,2015,5,200.6451613,225.9354839,184.1935484,86.22580645,6380.516129,24.4516129,25.12903226
58933,福建,屏南,2692,11898,2015,5,191.7741935,236.2258065,160.1935484,85.93548387,3260.193548,16.22580645,26.35483871
58345,江苏,溧阳,3143,11948,2015,6,245.5666667,282.4,217.4666667,79.36666667,1226.066667,16.96666667,40.46666667
58358,江苏,吴县东山,3107,12043,2015,6,244,278.4,219.6333333,82.63333333,5528.866667,23.93333333,36.06666667
58436,安徽,宁国,3062,11898,2015,6,244.7,291.1666667,210.0333333,82.6,3366.9,15.86666667,34.6
58457,浙江,杭州市,3023,12017,2015,6,251.0666667,293.2333333,222.4,80.66666667,5560.266667,20.4,24.3
58464,浙江,嘉兴市,3062,12108,2015,6,240.7,270.1,219.0666667,89.2,2231.066667,30.96666667,25.93333333
58467,浙江,宁波市,3020,12127,2015,6,253.4666667,293.0666667,224.2666667,78.9,6585.433333,17.66666667,35.7
58472,浙江,舟山市,3073,12245,2015,6,224.6,248.8,205.9,91.66666667,4426.333333,49.33333333,30.33333333
58477,浙江,定海,3003,12210,2015,6,237.1333333,277.7666667,212,88.3,4407.533333,16.96666667,29.33333333
58531,安徽,屯溪,2972,11828,2015,6,251.1333333,294.4666667,220.0333333,86.43333333,2348.166667,12.6,32.1
58543,浙江,杭州市,2962,11902,2015,6,248.8,290.4333333,219.8,86.86666667,3381.633333,14.63333333,34.83333333
58549,浙江,金华市,2912,11965,2015,6,259.5,303.1,228.5333333,81.63333333,2310.4,15.83333333,1125.166667
58556,浙江,绍兴市,2960,12082,2015,6,250.2333333,295.5333333,219,84,1165.833333,14.23333333,31.56666667
58562,浙江,鄞州(鄞县),2987,12157,2015,6,254.0666667,297.8333333,222.9333333,80.9,58.3,16.6,31.36666667
58569,浙江,湖州市,2920,12195,2015,6,234.8666667,271.6333333,212.3,90.86666667,1129.266667,39.7,33.13333333
58633,浙江,衢州市,2900,11890,2015,6,255.1,297.3666667,224.9333333,87.6,4536.9,21.26666667,29.06666667
58634,江西,玉山,2868,11825,2015,6,255.9666667,297.8666667,225.3333333,84.2,1332.133333,17.13333333,35.43333333
58646,浙江,丽水市,2845,11992,2015,6,266.8666667,314.1666667,229.4666667,80.8,4431.6,8.266666667,24.7
58665,浙江,台州市,2862,12142,2015,6,258.9666667,301.4666667,228.5333333,82.96666667,2216.2,17.13333333,27.36666667
58666,浙江,大陈岛,2845,12190,2015,6,234.2666667,255.2333333,219.1333333,94.56666667,18.63333333,59,33.06666667
58667,浙江,玉环,2808,12127,2015,6,242.4333333,268.7666667,223.7,91.26666667,3293.2,36.3,34.96666667
58731,福建,浦城,2792,11853,2015,6,255.5333333,302.7666667,227.1,86.06666667,112.8,15.7,31.8
58752,浙江,温州市,2778,12065,2015,6,264.7,304.1666667,235.8666667,83.53333333,4399.4,17.56666667,44.5
58754,福建,福鼎,2733,12020,2015,6,268.9666667,317.6,237.1666667,82.03333333,1143.8,15.73333333,46.6
58760,浙江,洞头,2783,12115,2015,6,242.4666667,265.7,226.2333333,90.76666667,2202.033333,30.3,41.16666667
58933,福建,屏南,2692,11898,2015,6,236.2,283.2,205.3666667,83.36666667,3361.733333,17.86666667,53.63333333
58345,江苏,溧阳,3143,11948,2015,7,266.8387097,302.516129,237.5483871,79.4516129,1109.516129,17.67741935,53.12903226
58358,江苏,吴县东山,3107,12043,2015,7,267.2258065,301.2903226,240.4516129,81.41935484,1097.387097,26.06451613,51.29032258
58436,安徽,宁国,3062,11898,2015,7,257.0645161,299.3225806,224.2903226,83.51612903,1137.967742,15.25806452,46.12903226
58457,浙江,杭州市,3023,12017,2015,7,266.0322581,306.4193548,237.3225806,80.67741935,1167.580645,23.06451613,41.48387097
58464,浙江,嘉兴市,3062,12108,2015,7,262.8387097,293,239,88.22580645,1119.645161,34.83870968,59.16129032
58467,浙江,宁波市,3020,12127,2015,7,269.2580645,305.3548387,239.8387097,79.41935484,3282.387097,20.19354839,56.06451613
58472,浙江,舟山市,3073,12245,2015,7,247,272.4193548,228.8064516,89.64516129,4279.580645,59.09677419,57.38709677
58477,浙江,定海,3003,12210,2015,7,255.7741935,293.6451613,229.3870968,87,2261.225806,22.48387097,45.93548387
58531,安徽,屯溪,2972,11828,2015,7,262.2903226,307.0645161,230.7741935,83.32258065,46.09677419,15.41935484,43.25806452
58543,浙江,杭州市,2962,11902,2015,7,263.9677419,308.4193548,234.7419355,83.67741935,2178.580645,19.67741935,46.35483871
58549,浙江,金华市,2912,11965,2015,7,272.1290323,315.8387097,240.9032258,79.70967742,2203.064516,17.74193548,52.4516129
58556,浙江,绍兴市,2960,12082,2015,7,265.516129,309.8387097,234,81.03225806,2206.935484,20.70967742,52.32258065
58562,浙江,鄞州(鄞县),2987,12157,2015,7,265.8064516,309.6774194,236.0645161,81.70967742,168.1290323,17.87096774,48.87096774
58569,浙江,湖州市,2920,12195,2015,7,249.8064516,281.483871,231.8064516,89.83870968,1129.451613,63.32258065,55.58064516
58633,浙江,衢州市,2900,11890,2015,7,268.0645161,313.0645161,236.1290323,84.93548387,2226.580645,25.09677419,1091.967742
58634,江西,玉山,2868,11825,2015,7,269.3225806,315.5806452,238.1612903,80.16129032,3244.645161,20.12903226,48.61290323
58646,浙江,丽水市,2845,11992,2015,7,276.3548387,325.5483871,238,77.38709677,61.03225806,10.87096774,41.03225806
58665,浙江,台州市,2862,12142,2015,7,269.2258065,304.8387097,242.2903226,81.61290323,2192.548387,23.48387097,43.06451613
58666,浙江,大陈岛,2845,12190,2015,7,247.9354839,264.2580645,235.3548387,94.67741935,1110.774194,79.51612903,49.70967742
58667,浙江,玉环,2808,12127,2015,7,253.7096774,276.516129,236.9677419,90.41935484,2167.967742,47.06451613,55.29032258
58731,福建,浦城,2792,11853,2015,7,257.2903226,312.5483871,223.8387097,84,110.9354839,15.19354839,46.03225806
58752,浙江,温州市,2778,12065,2015,7,271.8064516,306.0967742,246.6129032,80.90322581,1113.032258,22.74193548,49.96774194
58754,福建,福鼎,2733,12020,2015,7,276,318.516129,245.4193548,78,4255.903226,17.25806452,45.19354839
58760,浙江,洞头,2783,12115,2015,7,256.9354839,277.2580645,241.2580645,88,2161.774194,41.48387097,56.87096774
58933,福建,屏南,2692,11898,2015,7,231.7741935,275.6774194,204.7096774,84.41935484,3215.322581,20.25806452,43.90322581
58345,江苏,溧阳,3143,11948,2015,8,277.8064516,316.0322581,246.9354839,75.35483871,2141.677419,18.67741935,76.67741935
58358,江苏,吴县东山,3107,12043,2015,8,281.2580645,314.0322581,254.6451613,76.67741935,1083.225806,30.03225806,69.38709677
58436,安徽,宁国,3062,11898,2015,8,268.1935484,318.9677419,229.1612903,79.80645161,2152.83871,14.06451613,64.29032258
58457,浙江,杭州市,3023,12017,2015,8,277.2258065,320.4193548,244.516129,76.22580645,2196.129032,22.4516129,48.87096774
58464,浙江,嘉兴市,3062,12108,2015,8,273.0967742,303.2258065,248.8064516,86.4516129,86.19354839,36.90322581,59.19354839
58467,浙江,宁波市,3020,12127,2015,8,280.0967742,315.5806452,250,76.5483871,3239.870968,20.22580645,57.58064516
58472,浙江,舟山市,3073,12245,2015,8,258.9354839,284.8064516,242.2903226,89.64516129,2134.387097,55.09677419,70.96774194
58477,浙江,定海,3003,12210,2015,8,269.2258065,305.6129032,243.3225806,84.06451613,3221.516129,20.12903226,55.80645161
58531,安徽,屯溪,2972,11828,2015,8,269.1612903,322.2903226,231.9354839,80.41935484,3234.483871,14.74193548,58.35483871
58543,浙江,杭州市,2962,11902,2015,8,272.3548387,319.9677419,242.2580645,80.83870968,3228.032258,17.58064516,58.58064516
58549,浙江,金华市,2912,11965,2015,8,281.4193548,324.3870968,251.3225806,75.12903226,4251.032258,18.25806452,58.03225806
58556,浙江,绍兴市,2960,12082,2015,8,272.2903226,318.2903226,240.483871,78.70967742,2175.064516,17.48387097,49.16129032
58562,浙江,鄞州(鄞县),2987,12157,2015,8,276.3870968,318.6129032,247.9032258,78.90322581,1146.741935,18.87096774,56.09677419
58569,浙江,湖州市,2920,12195,2015,8,265.0967742,306.7419355,242.0322581,86.16129032,41.4516129,45.83870968,63.96774194
58633,浙江,衢州市,2900,11890,2015,8,273.2258065,318.7419355,239.6774194,83.38709677,2158.451613,23.38709677,46.70967742
58634,江西,玉山,2868,11825,2015,8,273.7741935,321.9032258,240.9032258,79.4516129,3231.741935,18.29032258,51.12903226
58646,浙江,丽水市,2845,11992,2015,8,283.2903226,336.483871,244.3548387,74.58064516,3228.774194,11.09677419,50.70967742
